Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,Address_Line_1,Address_Line_2,Address_Town,Address_State,Address_Postcode,Postal_Address_Line_1,Postal_Address_Line_2,Postal_Town,Postal_State,Postal_Postcode,Full_Phone_No,LGA_ID,LGA_Name,X,Y
Government,1.0,888.0,Camberwell Primary School,Primary,O,290 Camberwell Road,,Camberwell,VIC,3124.0,290 Camberwell Road,,CAMBERWELL,VIC,3124.0,03 9882 4663,111.0,Boroondara (C),145.05805,-37.83268
Government,1.0,890.0,Greenvale Primary School,Primary,O,12-24 Bradford Avenue,,Greenvale,VIC,3059.0,12-24 Bradford Avenue,,GREENVALE,VIC,3059.0,03 9333 2500,327.0,Hume (C),144.88618,-37.63983
Government,1.0,912.0,Alexandra Primary School,Primary,O,15 Webster Street,,Alexandra,VIC,3714.0,P O Box 318,,ALEXANDRA,VIC,3714.0,03 5772 1006,562.0,Murrindindi (S),145.7117,-37.19257
Government,1.0,919.0,Rockbank Primary School,Primary,O,97-105 Westcott Parade,,Rockbank,VIC,3335.0,P O Box 620,,MELTON,VIC,3337.0,03 9747 1210,465.0,Melton (C),144.6619,-37.73215
Government,1.0,932.0,Bannockburn P-12 College,Pri/Sec,O,139 Milton Street,,Bannockburn,VIC,3331.0,139 Milton St,,BANNOCKBURN,VIC,3331.0,03 5281 1755,249.0,Golden Plains (S),144.16067,-38.042
Government,1.0,945.0,Doreen Primary School,Primary,O,75 Doctors Gully Road,,Doreen,VIC,3754.0,75 Doctors Gully Road,,DOREEN,VIC,3754.0,03 9717 3563,571.0,Nillumbik (S),145.14554,-37.60601
Government,1.0,954.0,Talbot Primary School,Primary,O,2 Rowe Street,,Talbot,VIC,3371.0,2 Rowe Street,,TALBOT,VIC,3371.0,03 5463 2373,167.0,Central Goldfields (S),143.7036,-37.16865
Government,1.0,956.0,Yarra Glen Primary School,Primary,O,35 Symonds Street,,Yarra Glen,VIC,3775.0,35 Symonds Street,,Yarra Glen,VIC,3775.0,03 9730 1254,745.0,Yarra Ranges (S),145.37241,-37.6497
Government,1.0,981.0,Kangaroo Flat Primary School,Primary,O,60-80 Olympic Parade,,Kangaroo Flat,VIC,3555.0,P O BOX 1244,,KANGAROO FLAT,VIC,3555.0,03 5447 5100,262.0,Greater Bendigo (C),144.23409,-36.78768
Government,1.0,982.0,Westmeadows Primary School,Primary,O,34-46 Riddell Street,,Westmeadows,VIC,3049.0,34-46 Riddell Street,,Westmeadows,VIC,3049.0,03 9309 4350,327.0,Hume (C),144.8957,-37.67565
Government,1.0,1002.0,Sunbury Primary School,Primary,O,41 The Heights,,Sunbury,VIC,3429.0,P O Box 212,,SUNBURY,VIC,3429.0,03 9744 9744,327.0,Hume (C),144.72814,-37.59769
Government,1.0,1003.0,Diamond Creek Primary School,Primary,O,17 Clyde Street,,Diamond Creek,VIC,3089.0,17 Clyde Street,,DIAMOND CREEK,VIC,3089.0,03 9438 1108,571.0,Nillumbik (S),145.15165,-37.67185
Government,1.0,1004.0,Hesket Primary School,Primary,O,800 Romsey Road,,Hesket,VIC,3442.0,P O Box 654,,Woodend,VIC,3442.0,03 5427 0330,413.0,Macedon Ranges (S),144.61978,-37.34781
Government,1.0,1008.0,Axedale Primary School,Primary,O,81 High Street,,Axedale,VIC,3551.0,81 High Street,,AXEDALE,VIC,3551.0,03 5439 7232,262.0,Greater Bendigo (C),144.50146,-36.78623
Government,1.0,1022.0,Vermont Primary School,Primary,O,4-10 Nurlendi Road,,Vermont,VIC,3133.0,PO BOX 53,,VERMONT,VIC,3133.0,03 9874 2511,698.0,Whitehorse (C),145.1943,-37.83736
Government,1.0,1023.0,Tarnagulla Primary School,Primary,O,51 Stanley Street,,Tarnagulla,VIC,3551.0,51 Stanley Street,,TARNAGULLA,VIC,3551.0,03 5438 7355,394.0,Loddon (S),143.8284,-36.77126
Government,1.0,1026.0,Balwyn Primary School,Primary,O,86B Balwyn Road,,Balwyn,VIC,3103.0,86B Balwyn Road,,BALWYN,VIC,3103.0,03 9836 7121,111.0,Boroondara (C),145.08138,-37.81394
Government,1.0,1028.0,Scoresby Primary School,Primary,O,11 Ingrid Street,,Scoresby,VIC,3179.0,11 Ingrid Street,,SCORESBY,VIC,3179.0,03 9763 7484,367.0,Knox (C),145.2275,-37.89395
Government,1.0,1030.0,Carisbrook Primary School,Primary,O,2  Camp Street,,Carisbrook,VIC,3464.0,2 Camp Street,,CARISBROOK,VIC,3464.0,03 5464 2444,167.0,Central Goldfields (S),143.81266,-37.05206
Government,1.0,1033.0,Wandin Yallock Primary School,Primary,O,105 Beenak Road,,Wandin North,VIC,3139.0,105 Beenak Road,,WANDIN NORTH,VIC,3139.0,03 5964 4276,745.0,Yarra Ranges (S),145.43595,-37.79025
Government,1.0,1034.0,Yering Primary School,Primary,O,22-24 Melba Highway,,Yering,VIC,3770.0,P O Box 139,,Coldstream,VIC,3770.0,03 9739 1451,745.0,Yarra Ranges (S),145.38222,-37.70535
Government,1.0,1035.0,Dartmoor Primary School,Primary,O,76 Greenham Street,,Dartmoor,VIC,3304.0,PO Box 35,,DARTMOOR,VIC,3304.0,03 5528 1382,241.0,Glenelg (S),141.27673,-37.92302
Government,1.0,1051.0,Mickleham Primary School,Primary,O,1880 Mickleham Road,,Mickleham,VIC,3064.0,1880 Mickleham Road,,MICKLEHAM,VIC,3064.0,03 9745 2250,327.0,Hume (C),144.87655,-37.5635
Government,1.0,1052.0,Inglewood Primary School,Primary,O,77 Sullivan Street,,Inglewood,VIC,3517.0,77 Sullivan Street,,INGLEWOOD,VIC,3517.0,03 5438 3303,394.0,Loddon (S),143.87045,-36.57394
Government,1.0,1054.0,Chewton Primary School,Primary,O,1 Hunter Street,,Chewton,VIC,3451.0,1 Hunter Street,,CHEWTON,VIC,3451.0,03 5472 2557,543.0,Mount Alexander (S),144.26116,-37.08233
Government,1.0,1070.0,Bolinda Primary School,Primary,O,1 Mullalys Road,,Bolinda,VIC,3432.0,1 Mullalys Road,,BOLINDA,VIC,3432.0,03 5428 5317,413.0,Macedon Ranges (S),144.7454,-37.43373
Government,1.0,1072.0,Napoleons Primary School,Primary,O,4721 Colac-Ballarat Road,,Napoleons,VIC,3352.0,4721 Colac-Ballarat Road,,NAPOLEONS,VIC,3352.0,03 5342 0414,249.0,Golden Plains (S),143.82646,-37.67863
Government,1.0,1075.0,Kew Primary School,Primary,O,Peel Street,,Kew,VIC,3101.0,Peel Street,,KEW,VIC,3101.0,03 9853 8325,111.0,Boroondara (C),145.03339,-37.80364
Government,1.0,1076.0,Haddon Primary School,Primary,O,398 Sago Hill Road,,Haddon,VIC,3351.0,398 Sago Hill Road,,HADDON,VIC,3351.0,03 4344 4139,249.0,Golden Plains (S),143.72171,-37.58864
Government,1.0,1079.0,Panmure Primary School,Primary,O,8759 Princes Highway,,Panmure,VIC,3265.0,C/o Post Office Panmure,,PANMURE,VIC,3265.0,03 5567 6264,549.0,Moyne (S),142.73253,-38.32935
Government,1.0,1090.0,Sorrento Primary School,Primary,O,32 Kerferd Avenue,,Sorrento,VIC,3943.0,P O Box 121,,SORRENTO,VIC,3943.0,03 5984 2130,534.0,Mornington Peninsula (S),144.74069,-38.34148
Government,1.0,1091.0,Alfredton Primary School,Primary,O,89a Cuthberts Road,,Alfredton,VIC,3350.0,89a Cuthberts Road,,ALFREDTON,VIC,3350.0,03 5334 1572,57.0,Ballarat (C),143.8021,-37.5548
Government,1.0,1097.0,Bridgewater Primary School,Primary,O,34 - 44 Eldon Street,,Bridgewater On Loddon,VIC,3516.0,PO BOX 62,,BRIDGEWATER,VIC,3516.0,03 5437 3081,394.0,Loddon (S),143.94592,-36.6031
Government,1.0,1098.0,Hastings Primary School,Primary,O,10 - 20 Hodgins Road,,Hastings,VIC,3915.0,10 - 20 Hodgins Road,,HASTINGS,VIC,3915.0,03 5979 1517,534.0,Mornington Peninsula (S),145.18947,-38.2997
Government,1.0,1103.0,Yackandandah Primary School,Primary,O,39 High Street,,Yackandandah,VIC,3749.0,39 High Street,,YACKANDANDAH,VIC,3749.0,02 6027 1431,335.0,Indigo (S),146.83646,-36.3121
Government,1.0,1104.0,Nagambie Primary School,Primary,O,31 Goulburn Street,,Nagambie,VIC,3608.0,31 Goulburn Street,,NAGAMBIE,VIC,3608.0,03 5794 2273,643.0,Strathbogie (S),145.15723,-36.78759
Government,1.0,1108.0,Heyfield Primary School,Primary,O,22 Temple Street,,Heyfield,VIC,3858.0,P O Box 172,,HEYFIELD,VIC,3858.0,03 5148 2666,681.0,Wellington (S),146.78494,-37.98211
Government,1.0,1111.0,Moorabbin Primary School,Primary,O,61 Worthing Road,,Moorabbin,VIC,3189.0,61 Worthing Road,,MOORABBIN,VIC,3189.0,03 9555 1101,343.0,Kingston (C),145.03959,-37.94202
Government,1.0,1112.0,Mansfield Primary School,Primary,O,4 Apollo Street,,Mansfield,VIC,3722.0,P O Box 401,,MANSFIELD,VIC,3724.0,03 5775 2325,425.0,Mansfield (S),146.08482,-37.05559
Government,1.0,1115.0,Middle Indigo Primary School,Primary,O,710 Indigo Creek Road,,Indigo Valley,VIC,3688.0,710 Indigo Creek Rd,,Indigo Valley,VIC,3688.0,02 6026 9235,335.0,Indigo (S),146.72484,-36.15601
Government,1.0,1117.0,Briagolong Primary School,Primary,O,2 Church Street,,Briagolong,VIC,3860.0,2 Church Street,,BRIAGOLONG,VIC,3860.0,03 5145 5260,681.0,Wellington (S),147.06784,-37.8428
Government,1.0,1120.0,Lindenow Primary School,Primary,O,140 Henry Street,,Lindenow,VIC,3865.0,140 HENRY STREET,,LINDENOW,VIC,3865.0,03 5157 1340,211.0,East Gippsland (S),147.45327,-37.80088
Government,1.0,1125.0,Broadford Primary School,Primary,O,17-23 Powlett Street,,Broadford,VIC,3658.0,P O Box 109,,BROADFORD,VIC,3658.0,03 5784 1221,485.0,Mitchell (S),145.0463,-37.20257
Government,1.0,1126.0,Murchison Primary School,Primary,O,8 - 10 Impey Street,,Murchison,VIC,3610.0,P O Box 85,,MURCHISON,VIC,3610.0,03 5826 2391,283.0,Greater Shepparton (C),145.21429,-36.61718
Government,1.0,1134.0,Panton Hill Primary School,Primary,O,585 Kangaroo Grd-St Andrews Rd,,Panton Hill,VIC,3759.0,585 Kangaroo Grd-St Andrews Rd,,PANTON HILL,VIC,3759.0,03 9719 7202,571.0,Nillumbik (S),145.23956,-37.64161
Government,1.0,1135.0,Glen Park Primary School,Primary,O,265 Ralstons Road,,Glen Park,VIC,3352.0,265 Ralstons Road,,GLEN PARK,VIC,3352.0,03 5334 5360,515.0,Moorabool (S),143.9348,-37.52478
Government,1.0,1136.0,Concongella Primary School,Primary,O,61 Concongella School Road,,CONCONGELLA,VIC,3384.0,61 Concongella School Road,,CONCONGELLA,VIC,3384.0,03 5358 1811,581.0,Northern Grampians (S),142.82232,-37.04956
Government,1.0,1141.0,Bruthen Primary School,Primary,O,31 Great Alpine Road,,Bruthen,VIC,3885.0,PO Box 101,,BRUTHEN,VIC,3885.0,03 5157 5445,211.0,East Gippsland (S),147.83349,-37.70421
Government,1.0,1142.0,Swan Hill Primary School,Primary,O,123 Gray Street,,Swan Hill,VIC,3585.0,P O Box 798,,SWAN HILL,VIC,3585.0,03 5032 1336,661.0,Swan Hill (RC),143.54325,-35.34691
Government,1.0,1144.0,Porepunkah Primary School,Primary,O,2 Martley Street,,Porepunkah,VIC,3740.0,PO Box 229,,POREPUNKAH,VIC,3740.0,03 5756 2253,11.0,Alpine (S),146.91102,-36.69949
Government,1.0,1146.0,Leopold Primary School,Primary,O,1 Kensington Road,,Leopold,VIC,3224.0,P O Box 42,,LEOPOLD,VIC,3224.0,03 5250 1233,275.0,Greater Geelong (C),144.46437,-38.18726
Government,1.0,1147.0,Inverleigh Primary School,Primary,O,54 High Street,,Inverleigh,VIC,3321.0,54 High St,,INVERLEIGH,VIC,3321.0,03 5265 1340,249.0,Golden Plains (S),144.05469,-38.10094
Government,1.0,1148.0,Glen Iris Primary School,Primary,O,170 Glen Iris Road,,Glen Iris,VIC,3146.0,170 Glen Iris Road,,GLEN IRIS,VIC,3146.0,03 9885 3624,111.0,Boroondara (C),145.06589,-37.86048
Government,1.0,1150.0,Trawalla Primary School,Primary,O,11 Trawalla Road,,Trawalla,VIC,3373.0,11 Trawalla Road,,TRAWALLA,VIC,3373.0,03 5349 2047,599.0,Pyrenees (S),143.46986,-37.43773
Government,1.0,1165.0,Quarry Hill Primary School,Primary,O,25 Peel Street,,Quarry Hill,VIC,3550.0,P O Box 2118,,BENDIGO DC,VIC,3554.0,03 5443 3537,262.0,Greater Bendigo (C),144.27998,-36.77512
Government,1.0,1167.0,Sebastopol Primary School,Primary,O,9 Warreen Street,,Sebastopol,VIC,3356.0,P O Box 246,,SEBASTOPOL,VIC,3356.0,03 5335 8157,57.0,Ballarat (C),143.84472,-37.59643
Government,1.0,1176.0,Woodside Primary School,Primary,O,39-41 Prince St,,Woodside,VIC,3874.0,39-41 Prince St,,WOODSIDE,VIC,3874.0,03 5187 1272,681.0,Wellington (S),146.87674,-38.52633
Government,1.0,1178.0,Noorat Primary School,Primary,O,MacKinnon's Bridge Road,,Noorat,VIC,3265.0,MacKinnon's Bridge Road,,NOORAT,VIC,3265.0,03 5592 5282,183.0,Corangamite (S),142.92873,-38.19075
Government,1.0,1181.0,Albert Park Primary School,Primary,O,210 Bridport Street,,Albert Park,VIC,3206.0,210 Bridport Street,,ALBERT PARK,VIC,3206.0,03 9699 9090,590.0,Port Phillip (C),144.95277,-37.84188
Government,1.0,1183.0,Williamstown Primary School,Primary,O,Cnr. Electra & Parker Street,,Williamstown,VIC,3016.0,Cecil Street,,WILLIAMSTOWN,VIC,3016.0,03 9397 1248,311.0,Hobsons Bay (C),144.90041,-37.8638
Government,1.0,1184.0,Boneo Primary School,Primary,O,582 Boneo Road,,Boneo,VIC,3939.0,P O Box 300,,RYE,VIC,3941.0,03 5988 6253,534.0,Mornington Peninsula (S),144.88711,-38.41198
Government,1.0,1190.0,Queenscliff Primary School,Primary,O,20 Stevens Street,,Queenscliff,VIC,3225.0,P O Box 91,,QUEENSCLIFF,VIC,3225.0,03 5258 1696,608.0,Queenscliffe (B),144.65621,-38.26722
Government,1.0,1194.0,Portland North Primary School,Primary,O,42 School Road,,Portland North,VIC,3305.0,42 School Road,,PORTLAND NORTH,VIC,3305.0,03 5523 1482,241.0,Glenelg (S),141.57233,-38.31764
Government,1.0,1207.0,Timor Primary School,Primary,O,395 Bet Bet Creek Road,,Timor,VIC,3465.0,395 Bet Bet Creek Road,,TIMOR,VIC,3465.0,03 5461 2595,167.0,Central Goldfields (S),143.71199,-36.98422
Government,1.0,1208.0,Apsley Primary School,Primary,O,46 Laidlaw Street,,Apsley,VIC,3319.0,P O Box 68,,APSLEY,VIC,3319.0,03 5586 1231,689.0,West Wimmera (S),141.08249,-36.97371
Government,1.0,1211.0,Strathfieldsaye Primary School,Primary,O,9 Uxbridge Street,,Strathfieldsaye,VIC,3551.0,9 Uxbridge Street,,STRATHFIELDSAYE,VIC,3551.0,03 5439 5207,262.0,Greater Bendigo (C),144.35291,-36.80436
Government,1.0,1222.0,Skye Primary School,Primary,O,395 Ballarto Road,,Skye,VIC,3977.0,P O Box 8634,,Carrum Downs,VIC,3201.0,03 9786 1555,217.0,Frankston (C),145.20124,-38.11771
Government,1.0,1225.0,Tooborac Primary School,Primary,O,5185 Northern Highway,,Tooborac,VIC,3522.0,5185 Northern Highway,,TOOBORAC,VIC,3522.0,03 5433 5225,485.0,Mitchell (S),144.79814,-37.03978
Government,1.0,1231.0,Lucknow Primary School,Primary,O,35 Howitt Avenue,,Eastwood,VIC,3875.0,P O Box 891,,Bairnsdale,VIC,3875.0,03 5152 4662,211.0,East Gippsland (S),147.63075,-37.81267
Government,1.0,1244.0,Upper Plenty Primary School,Primary,O,10 Clarkes Road,,Upper Plenty,VIC,3756.0,P O Box 496,,Wallan,VIC,3756.0,03 5783 1358,485.0,Mitchell (S),145.05787,-37.42371
Government,1.0,1252.0,Carlton North Primary School,Primary,O,60 Lee Street,,Carlton North,VIC,3054.0,60 LEE STREET,,CARLTON NORTH,VIC,3054.0,03 9347 4822,735.0,Yarra (C),144.97303,-37.79106
Government,1.0,1254.0,Maldon Primary School,Primary,O,109 High Street,,Maldon,VIC,3463.0,109 High Street,,MALDON,VIC,3463.0,03 5475 1484,543.0,Mount Alexander (S),144.06581,-36.99504
Government,1.0,1259.0,Woori Yallock Primary School,Primary,O,1360 Healesville Road,,Woori Yallock,VIC,3139.0,1360 Healesville Road,,WOORI YALLOCK,VIC,3139.0,03 5964 7258,745.0,Yarra Ranges (S),145.53269,-37.77737
Government,1.0,1263.0,Moyston Primary School,Primary,O,1349 Ararat-Halls Gap Road,,Moyston,VIC,3377.0,1349 Ararat-Halls Gap Road,,Moyston,VIC,3377.0,03 5354 2537,26.0,Ararat (RC),142.76785,-37.30166
Government,1.0,1270.0,Buninyong Primary School,Primary,O,202 Simpson Street,,Buninyong,VIC,3357.0,202 Simpson Street,,BUNINYONG,VIC,3357.0,03 5341 3560,57.0,Ballarat (C),143.88625,-37.65423
Government,1.0,1273.0,Marysville Primary School,Primary,O,15 Falls Road,,Marysville,VIC,3779.0,15 Falls Road,,MARYSVILLE,VIC,3779.0,03 5963 3256,562.0,Murrindindi (S),145.74894,-37.51198
Government,1.0,1275.0,Langley Primary School,Primary,O,Crn Kyneton/Heathcote & Parsells Rd,,Langley,VIC,3444.0,RSD 38 Redesdale Road,,LANGLEY,VIC,3444.0,03 5423 4125,543.0,Mount Alexander (S),144.48966,-37.17118
Government,1.0,1277.0,Wandong Primary School,Primary,O,43-51 Rail Street,,Wandong,VIC,3758.0,P O Box 402,,WANDONG,VIC,3758.0,03 5787 1232,485.0,Mitchell (S),145.02786,-37.3603
Government,1.0,1282.0,Cowes Primary School,Primary,O,177 Settlement Road,,Cowes,VIC,3922.0,P O Box 44,,COWES,VIC,3922.0,03 5952 2132,74.0,Bass Coast (S),145.24131,-38.45628
Government,1.0,1288.0,Bullarto Primary School,Primary,O,131 Bullarto South Road,,Bullarto,VIC,3461.0,131 Bullarto South Road,,BULLARTO,VIC,3461.0,03 5348 5559,291.0,Hepburn (S),144.21822,-37.40538
Government,1.0,1293.0,Lismore Primary School,Primary,O,77 William Street,,Lismore,VIC,3324.0,P O Box 20,,LISMORE,VIC,3324.0,03 5596 2121,183.0,Corangamite (S),143.3393,-37.9546
Government,1.0,1295.0,Lower Plenty Primary School,Primary,O,126-144 Main Road,,Lower Plenty,VIC,3093.0,P O BOX 9,,LOWER PLENTY,VIC,3093.0,03 9435 2585,66.0,Banyule (C),145.1155,-37.72617
Government,1.0,1316.0,Specimen Hill Primary School,Primary,O,25 Inglewood Street,,Golden Square,VIC,3555.0,25 Inglewood Street,,GOLDEN SQUARE,VIC,3555.0,03 5443 5353,262.0,Greater Bendigo (C),144.24834,-36.76187
Government,1.0,1324.0,Bolwarra Primary School,Primary,O,249 Princes Highway,,Bolwarra,VIC,3305.0,249 Princes Highway,,BOLWARRA,VIC,3305.0,03 5529 2374,241.0,Glenelg (S),141.6138,-38.28161
Government,1.0,1330.0,Navarre Primary School,Primary,O,High Street,,Navarre,VIC,3384.0,High Street,,NAVARRE,VIC,3384.0,03 5357 4256,581.0,Northern Grampians (S),143.11134,-36.90074
Government,1.0,1334.0,Warracknabeal Primary School,Primary,O,5 Werrigar Street,,Warracknabeal,VIC,3393.0,P O Box 365,,WARRACKNABEAL,VIC,3393.0,03 5398 1194,763.0,Yarriambiack (S),142.39126,-36.25788
Government,1.0,1335.0,Moyhu Primary School,Primary,O,2799 Wangaratta-Whitfield Road,,Moyhu,VIC,3732.0,2799 Wangaratta-Whitfield Road,,MOYHU,VIC,3732.0,03 5727 9298,670.0,Wangaratta (RC),146.38309,-36.59317
Government,1.0,1347.0,Natte Yallock Primary School,Primary,O,10 School Road,,Natte Yallock,VIC,3465.0,10 School Road,,NATTE YALLOCK,VIC,3465.0,03 5462 2386,599.0,Pyrenees (S),143.468,-36.94213
Government,1.0,1360.0,Clifton Hill Primary School,Primary,O,185 Gold St,,Clifton Hill,VIC,3068.0,P O Box 468,,CLIFTON HILL,VIC,3068.0,03 9489 8333,735.0,Yarra (C),144.98925,-37.79231
Government,1.0,1362.0,Christmas Hills Primary School,Primary,O,1409 Eltham-yarra Glen Road,,Christmas Hills,VIC,3775.0,1409 Eltham - Yarra Glen  Road,,CHRISTMAS HILLS,VIC,3775.0,03 9730 1238,571.0,Nillumbik (S),145.3042,-37.65352
Government,1.0,1365.0,Tallangatta Primary School,Primary,O,1 Wonga Grove,,Tallangatta,VIC,3700.0,P O Box 83,,TALLANGATTA,VIC,3700.0,02 6071 2590,667.0,Towong (S),147.1742,-36.2148
Government,1.0,1366.0,Kialla Central Primary School,Primary,O,128 Central Kialla Road,,Kialla,VIC,3631.0,128 Central Kialla Road,,KIALLA,VIC,3631.0,03 5827 1373,283.0,Greater Shepparton (C),145.43115,-36.4527
Government,1.0,1368.0,Mount Eliza Primary School,Primary,O,Wooralla Drive,,Mount Eliza,VIC,3930.0,P O Box 305,,MOUNT ELIZA,VIC,3930.0,03 9787 1385,534.0,Mornington Peninsula (S),145.09219,-38.19539
Government,1.0,1369.0,San Remo Primary School,Primary,O,22 Bergin Grove,,San Remo,VIC,3925.0,22 Bergin Grove,,San Remo,VIC,3925.0,03 5678 5354,74.0,Bass Coast (S),145.36945,-38.52385
Government,1.0,1372.0,Dimboola Primary School,Primary,O,Hindmarsh Street,,Dimboola,VIC,3414.0,P O Box 241,,DIMBOOLA,VIC,3414.0,03 5389 1270,298.0,Hindmarsh (S),142.0304,-36.45336
Government,1.0,1373.0,Whorouly Primary School,Primary,O,18 Church Street,,Whorouly,VIC,3735.0,18 Church Street,,WHOROULY,VIC,3735.0,03 5727 1363,670.0,Wangaratta (RC),146.58665,-36.50544
Government,1.0,1379.0,Merrijig Primary School,Primary,O,1820 Mount Buller Road,,Merrijig,VIC,3723.0,1820 Mt. Buller Road,,Merrijig,VIC,3723.0,03 5777 5559,425.0,Mansfield (S),146.25688,-37.1028
Government,1.0,1386.0,Lethbridge Primary School,Primary,O,2 Stephenson Street,,Lethbridge,VIC,3332.0,2 Stephenson Street,,LETHBRIDGE,VIC,3332.0,03 5281 7214,249.0,Golden Plains (S),144.13456,-37.96906
Government,1.0,1399.0,Oxley Primary School,Primary,O,1050 Wangaratta-Whitfield Road,,Oxley,VIC,3678.0,1050 Wangaratta Whitfield Road,,Oxley,VIC,3678.0,03 5727 3312,670.0,Wangaratta (RC),146.36064,-36.44156
Government,1.0,1401.0,Northcote Primary School,Primary,O,33 Helen Street,,Northcote,VIC,3070.0,P O Box 210,,NORTHCOTE,VIC,3070.0,03 9481 0009,189.0,Darebin (C),144.99688,-37.77176
Government,1.0,1402.0,North Melbourne Primary School,Primary,O,210 Errol Street,,North Melbourne,VIC,3051.0,210 Errol St,,NORTH MELBOURNE,VIC,3051.0,03 9329 6902,460.0,Melbourne (C),144.95064,-37.79873
Government,1.0,1403.0,Dandenong Primary School,Primary,O,174-182 Foster Street,,Dandenong,VIC,3175.0,174-182 Foster Street,,DANDENONG,VIC,3175.0,03 9792 2743,267.0,Greater Dandenong (C),145.21982,-37.98792
Government,1.0,1408.0,Malmsbury Primary School,Primary,O,28 Cameron Street,,Malmsbury,VIC,3446.0,28 Cameron Street,,MALMSBURY,VIC,3446.0,03 5423 2284,413.0,Macedon Ranges (S),144.38694,-37.18732
Government,1.0,1409.0,Williamstown North Primary School,Primary,O,133 Melbourne Road,,Williamstown,VIC,3016.0,133 Melbourne Road,,WILLIAMSTOWN,VIC,3016.0,03 9397 5722,311.0,Hobsons Bay (C),144.89176,-37.8559
Government,1.0,1410.0,Kerang Primary School,Primary,O,75 - 79 Victoria Street,,Kerang,VIC,3579.0,P O Box 19,,KERANG,VIC,3579.0,03 5450 3181,225.0,Gannawarra (S),143.92114,-35.73169
Government,1.0,1417.0,Drouin West Primary School,Primary,O,535 Main Neerim Road,,Drouin West,VIC,3818.0,P O Box 176,,DROUIN,VIC,3818.0,03 5625 1971,83.0,Baw Baw (S),145.87172,-38.08711
Government,1.0,1420.0,Meredith Primary School,Primary,O,5 Wallace Street,,Meredith,VIC,3333.0,5 Wallace Street,,MEREDITH,VIC,3333.0,03 5286 1313,249.0,Golden Plains (S),144.07781,-37.84271
Government,1.0,1422.0,Edi Upper Primary School,Primary,O,832 Edi-Cheshunt Road,,Edi Upper,VIC,3678.0,832 Edi Cheshunt Road,,EDI UPPER,VIC,3678.0,03 5729 3560,670.0,Wangaratta (RC),146.44881,-36.70647
Government,1.0,1428.0,Eaglehawk North Primary School,Primary,O,1-9 Bendigo-Pyramid Road,,Eaglehawk,VIC,3556.0,P O Box 11,,EAGLEHAWK,VIC,3556.0,03 5446 8366,262.0,Greater Bendigo (C),144.23727,-36.70707
Government,1.0,1432.0,Mooroopna Primary School,Primary,O,16-18 O'Brien Street,,Mooroopna,VIC,3629.0,P O Box 279,,MOOROOPNA,VIC,3629.0,03 5825 2060,283.0,Greater Shepparton (C),145.36029,-36.39136
Government,1.0,1434.0,Cairnlea Park Primary School,Primary,O,49 Carmody Drive,,Cairnlea,VIC,3023.0,49 Carmody Drive,,CAIRNLEA,VIC,3023.0,03 9363 1187,118.0,Brimbank (C),144.788,-37.75885
Government,1.0,1435.0,Ballan Primary School,Primary,O,8-14 Duncan Street,,Ballan,VIC,3342.0,8-14 DUNCAN STREET,,BALLAN,VIC,3342.0,03 5368 1072,515.0,Moorabool (S),144.2311,-37.60168
